"Station.No","Location","Date","Hour","API","Pollutant"
41,"Banting",2013-12-11,24,31,"*"
41,"Banting",2013-12-12,1,31,"*"
41,"Banting",2013-12-12,2,32,"*"
41,"Banting",2013-12-12,3,32,"*"
41,"Banting",2013-12-12,4,32,"*"
41,"Banting",2013-12-12,5,32,"*"
41,"Banting",2013-12-12,6,33,"*"
41,"Banting",2013-12-12,7,33,"*"
41,"Banting",2013-12-12,8,34,"*"
41,"Banting",2013-12-12,9,34,"*"
41,"Banting",2013-12-12,10,34,"*"
41,"Banting",2013-12-12,11,34,"*"
41,"Banting",2013-12-12,12,35,"*"
41,"Banting",2013-12-12,13,41,"c"
41,"Banting",2013-12-12,14,56,"c"
41,"Banting",2013-12-12,15,63,"c"
41,"Banting",2013-12-12,16,60,"c"
41,"Banting",2013-12-12,17,50,"c"
41,"Banting",2013-12-12,18,40,"c"
41,"Banting",2013-12-12,19,39,"*"
41,"Banting",2013-12-12,20,39,"*"
41,"Banting",2013-12-12,21,39,"*"
41,"Banting",2013-12-12,22,40,"*"
41,"Banting",2013-12-12,23,40,"*"
41,"Banting",2013-12-12,24,39,"*"
41,"Banting",2013-12-13,1,39,"*"
41,"Banting",2013-12-13,2,39,"*"
41,"Banting",2013-12-13,3,39,"*"
41,"Banting",2013-12-13,4,39,"*"
41,"Banting",2013-12-13,5,39,"*"
41,"Banting",2013-12-13,6,38,"*"
41,"Banting",2013-12-13,7,38,"*"
41,"Banting",2013-12-13,8,38,"*"
41,"Banting",2013-12-13,9,39,"*"
41,"Banting",2013-12-13,10,39,"*"
41,"Banting",2013-12-13,11,39,"*"
41,"Banting",2013-12-13,12,39,"*"
41,"Banting",2013-12-13,13,40,"c"
41,"Banting",2013-12-13,14,59,"c"
41,"Banting",2013-12-13,15,69,"c"
41,"Banting",2013-12-13,16,65,"c"
41,"Banting",2013-12-13,17,38,"*"
41,"Banting",2013-12-13,18,38,"*"
41,"Banting",2013-12-13,19,51,"c"
41,"Banting",2013-12-13,20,39,"*"
41,"Banting",2013-12-13,21,0,"0"
41,"Banting",2013-12-13,22,41,"*"
41,"Banting",2013-12-13,23,41,"*"
41,"Banting",2013-12-13,24,42,"*"
41,"Banting",2013-12-14,1,43,"*"
41,"Banting",2013-12-14,2,44,"*"
41,"Banting",2013-12-14,3,45,"*"
41,"Banting",2013-12-14,4,46,"*"
41,"Banting",2013-12-14,5,47,"*"
41,"Banting",2013-12-14,6,49,"*"
41,"Banting",2013-12-14,7,51,"*"
41,"Banting",2013-12-14,8,51,"*"
41,"Banting",2013-12-14,9,52,"*"
41,"Banting",2013-12-14,10,52,"*"
41,"Banting",2013-12-14,11,52,"*"
41,"Banting",2013-12-14,12,53,"*"
41,"Banting",2013-12-14,13,64,"c"
41,"Banting",2013-12-14,14,91,"c"
41,"Banting",2013-12-14,15,106,"c"
41,"Banting",2013-12-14,16,71,"c"
41,"Banting",2013-12-14,17,63,"c"
41,"Banting",2013-12-14,18,55,"*"
41,"Banting",2013-12-14,19,55,"*"
41,"Banting",2013-12-14,20,56,"*"
41,"Banting",2013-12-14,21,55,"*"
41,"Banting",2013-12-14,22,55,"*"
41,"Banting",2013-12-14,23,55,"*"
41,"Banting",2013-12-14,24,55,"*"
41,"Banting",2013-12-15,1,55,"*"
41,"Banting",2013-12-15,2,55,"*"
41,"Banting",2013-12-15,3,55,"*"
41,"Banting",2013-12-15,4,55,"*"
41,"Banting",2013-12-15,5,55,"*"
41,"Banting",2013-12-15,6,55,"*"
41,"Banting",2013-12-15,7,54,"*"
41,"Banting",2013-12-15,8,54,"*"
41,"Banting",2013-12-15,9,54,"*"
41,"Banting",2013-12-15,10,53,"*"
41,"Banting",2013-12-15,11,53,"*"
41,"Banting",2013-12-15,12,54,"*"
41,"Banting",2013-12-15,13,54,"*"
41,"Banting",2013-12-15,14,81,"c"
41,"Banting",2013-12-15,15,75,"c"
41,"Banting",2013-12-15,16,54,"*"
41,"Banting",2013-12-15,17,53,"*"
41,"Banting",2013-12-15,18,53,"*"
41,"Banting",2013-12-15,19,52,"*"
41,"Banting",2013-12-15,20,52,"*"
41,"Banting",2013-12-15,21,52,"*"
41,"Banting",2013-12-15,22,52,"*"
41,"Banting",2013-12-15,23,52,"*"
41,"Banting",2013-12-15,24,52,"*"
41,"Banting",2013-12-16,1,51,"*"
41,"Banting",2013-12-16,2,51,"*"
41,"Banting",2013-12-16,3,51,"*"
41,"Banting",2013-12-16,4,51,"*"
41,"Banting",2013-12-16,5,51,"*"
41,"Banting",2013-12-16,6,51,"*"
41,"Banting",2013-12-16,7,52,"*"
41,"Banting",2013-12-16,8,52,"*"
41,"Banting",2013-12-16,9,52,"*"
41,"Banting",2013-12-16,10,52,"*"
41,"Banting",2013-12-16,11,52,"*"
41,"Banting",2013-12-16,12,52,"*"
41,"Banting",2013-12-16,13,52,"*"
41,"Banting",2013-12-16,14,52,"*"
41,"Banting",2013-12-16,15,54,"c"
41,"Banting",2013-12-16,16,53,"c"
41,"Banting",2013-12-16,17,55,"c"
41,"Banting",2013-12-16,18,53,"*"
41,"Banting",2013-12-16,19,53,"*"
41,"Banting",2013-12-16,20,54,"*"
41,"Banting",2013-12-16,21,54,"*"
41,"Banting",2013-12-16,22,55,"*"
41,"Banting",2013-12-16,23,55,"*"
41,"Banting",2013-12-16,24,56,"*"
41,"Banting",2013-12-17,1,56,"*"
41,"Banting",2013-12-17,2,56,"*"
41,"Banting",2013-12-17,3,55,"*"
41,"Banting",2013-12-17,4,55,"*"
41,"Banting",2013-12-17,5,54,"*"
41,"Banting",2013-12-17,6,53,"*"
41,"Banting",2013-12-17,7,53,"*"
41,"Banting",2013-12-17,8,53,"*"
41,"Banting",2013-12-17,9,52,"*"
41,"Banting",2013-12-17,10,52,"*"
41,"Banting",2013-12-17,11,52,"*"
41,"Banting",2013-12-17,12,52,"*"
41,"Banting",2013-12-17,13,52,"*"
41,"Banting",2013-12-17,14,52,"*"
41,"Banting",2013-12-17,15,51,"*"
41,"Banting",2013-12-17,16,51,"*"
41,"Banting",2013-12-17,17,51,"*"
41,"Banting",2013-12-17,18,51,"*"
41,"Banting",2013-12-17,19,51,"*"
41,"Banting",2013-12-17,20,50,"*"
41,"Banting",2013-12-17,21,50,"*"
41,"Banting",2013-12-17,22,49,"*"
41,"Banting",2013-12-17,23,48,"*"
41,"Banting",2013-12-17,24,49,"*"
41,"Banting",2013-12-18,1,48,"*"
41,"Banting",2013-12-18,2,47,"*"
41,"Banting",2013-12-18,3,47,"*"
41,"Banting",2013-12-18,4,47,"*"
41,"Banting",2013-12-18,5,47,"*"
41,"Banting",2013-12-18,6,46,"*"
41,"Banting",2013-12-18,7,46,"*"
41,"Banting",2013-12-18,8,45,"*"
41,"Banting",2013-12-18,9,45,"*"
41,"Banting",2013-12-18,10,45,"*"
41,"Banting",2013-12-18,11,44,"*"
41,"Banting",2013-12-18,12,44,"c"
41,"Banting",2013-12-18,13,54,"c"
41,"Banting",2013-12-18,14,55,"c"
41,"Banting",2013-12-18,15,52,"c"
41,"Banting",2013-12-18,16,63,"c"
41,"Banting",2013-12-18,17,54,"c"
41,"Banting",2013-12-18,18,43,"*"
41,"Banting",2013-12-18,19,43,"*"
41,"Banting",2013-12-18,20,43,"*"
41,"Banting",2013-12-18,21,41,"*"
41,"Banting",2013-12-18,22,41,"*"
41,"Banting",2013-12-18,23,41,"*"
41,"Banting",2013-12-18,24,39,"*"
41,"Banting",2013-12-19,1,39,"*"
41,"Banting",2013-12-19,2,40,"*"
41,"Banting",2013-12-19,3,41,"*"
41,"Banting",2013-12-19,4,43,"*"
41,"Banting",2013-12-19,5,44,"*"
41,"Banting",2013-12-19,6,44,"*"
41,"Banting",2013-12-19,7,45,"*"
41,"Banting",2013-12-19,8,45,"*"
41,"Banting",2013-12-19,9,45,"*"
41,"Banting",2013-12-19,10,45,"*"
41,"Banting",2013-12-19,11,45,"*"
41,"Banting",2013-12-19,12,45,"*"
41,"Banting",2013-12-19,13,55,"c"
41,"Banting",2013-12-19,14,58,"c"
41,"Banting",2013-12-19,15,59,"c"
41,"Banting",2013-12-19,16,75,"c"
41,"Banting",2013-12-19,17,83,"c"
41,"Banting",2013-12-19,18,0,"0"
41,"Banting",2013-12-19,19,0,"0"
41,"Banting",2013-12-19,20,0,"0"
41,"Banting",2013-12-19,21,0,"0"
41,"Banting",2013-12-19,22,0,"0"
41,"Banting",2013-12-19,23,0,"0"
41,"Banting",2013-12-19,24,0,"0"
41,"Banting",2013-12-20,1,0,"0"
41,"Banting",2013-12-20,2,0,"0"
41,"Banting",2013-12-20,3,0,"0"
41,"Banting",2013-12-20,4,0,"0"
41,"Banting",2013-12-20,5,0,"0"
41,"Banting",2013-12-20,6,0,"0"
41,"Banting",2013-12-20,7,0,"0"
41,"Banting",2013-12-20,8,0,"0"
41,"Banting",2013-12-20,9,0,"0"
41,"Banting",2013-12-20,10,0,"0"
41,"Banting",2013-12-20,11,0,"0"
41,"Banting",2013-12-20,12,32,"*"
41,"Banting",2013-12-20,13,31,"*"
41,"Banting",2013-12-20,14,29,"*"
41,"Banting",2013-12-20,15,29,"*"
41,"Banting",2013-12-20,16,0,"0"
41,"Banting",2013-12-20,17,32,"c"
41,"Banting",2013-12-20,18,26,"*"
41,"Banting",2013-12-20,19,26,"*"
41,"Banting",2013-12-20,20,26,"*"
41,"Banting",2013-12-20,21,26,"*"
41,"Banting",2013-12-20,22,27,"*"
41,"Banting",2013-12-20,23,28,"*"
41,"Banting",2013-12-20,24,28,"*"
41,"Banting",2013-12-21,1,28,"*"
41,"Banting",2013-12-21,2,29,"*"
41,"Banting",2013-12-21,3,31,"*"
41,"Banting",2013-12-21,4,31,"*"
41,"Banting",2013-12-21,5,32,"*"
41,"Banting",2013-12-21,6,33,"*"
41,"Banting",2013-12-21,7,33,"*"
41,"Banting",2013-12-21,8,34,"*"
41,"Banting",2013-12-21,9,34,"*"
41,"Banting",2013-12-21,10,34,"*"
41,"Banting",2013-12-21,11,34,"*"
41,"Banting",2013-12-21,12,34,"*"
41,"Banting",2013-12-21,13,35,"*"
41,"Banting",2013-12-21,14,43,"c"
41,"Banting",2013-12-21,15,64,"c"
41,"Banting",2013-12-21,16,88,"c"
41,"Banting",2013-12-21,17,94,"c"
41,"Banting",2013-12-21,18,38,"*"
41,"Banting",2013-12-21,19,74,"c"
41,"Banting",2013-12-21,20,68,"c"
41,"Banting",2013-12-21,21,39,"*"
41,"Banting",2013-12-21,22,38,"*"
41,"Banting",2013-12-21,23,37,"*"
41,"Banting",2013-12-21,24,36,"*"
41,"Banting",2013-12-22,1,36,"*"
41,"Banting",2013-12-22,2,35,"*"
41,"Banting",2013-12-22,3,34,"*"
41,"Banting",2013-12-22,4,34,"*"
41,"Banting",2013-12-22,5,34,"*"
41,"Banting",2013-12-22,6,34,"*"
41,"Banting",2013-12-22,7,35,"*"
41,"Banting",2013-12-22,8,35,"*"
41,"Banting",2013-12-22,9,0,"0"
41,"Banting",2013-12-22,10,0,"0"
41,"Banting",2013-12-22,11,0,"0"
41,"Banting",2013-12-22,12,34,"*"
41,"Banting",2013-12-22,13,44,"c"
41,"Banting",2013-12-22,14,51,"c"
41,"Banting",2013-12-22,15,54,"c"
41,"Banting",2013-12-22,16,65,"c"
41,"Banting",2013-12-22,17,33,"*"
41,"Banting",2013-12-22,18,64,"c"
41,"Banting",2013-12-22,19,40,"c"
41,"Banting",2013-12-22,20,40,"c"
41,"Banting",2013-12-22,21,32,"*"
41,"Banting",2013-12-22,22,33,"*"
41,"Banting",2013-12-22,23,34,"*"
41,"Banting",2013-12-22,24,36,"*"
41,"Banting",2013-12-23,1,38,"*"
41,"Banting",2013-12-23,2,39,"*"
41,"Banting",2013-12-23,3,41,"*"
41,"Banting",2013-12-23,4,42,"*"
41,"Banting",2013-12-23,5,42,"*"
41,"Banting",2013-12-23,6,42,"*"
41,"Banting",2013-12-23,7,42,"*"
41,"Banting",2013-12-23,8,42,"*"
41,"Banting",2013-12-23,9,43,"*"
41,"Banting",2013-12-23,10,45,"*"
41,"Banting",2013-12-23,11,46,"*"
41,"Banting",2013-12-23,12,45,"*"
41,"Banting",2013-12-23,13,56,"c"
41,"Banting",2013-12-23,14,72,"c"
41,"Banting",2013-12-23,15,87,"c"
41,"Banting",2013-12-23,16,49,"*"
41,"Banting",2013-12-23,17,62,"c"
41,"Banting",2013-12-23,18,63,"c"
41,"Banting",2013-12-23,19,53,"c"
41,"Banting",2013-12-23,20,52,"*"
41,"Banting",2013-12-23,21,52,"*"
41,"Banting",2013-12-23,22,53,"*"
41,"Banting",2013-12-23,23,53,"*"
41,"Banting",2013-12-23,24,53,"*"
41,"Banting",2013-12-24,1,52,"*"
41,"Banting",2013-12-24,2,52,"*"
41,"Banting",2013-12-24,3,52,"*"
41,"Banting",2013-12-24,4,52,"*"
41,"Banting",2013-12-24,5,53,"*"
41,"Banting",2013-12-24,6,0,"0"
41,"Banting",2013-12-24,7,0,"0"
41,"Banting",2013-12-24,8,0,"0"
41,"Banting",2013-12-24,9,0,"0"
41,"Banting",2013-12-24,10,0,"0"
41,"Banting",2013-12-24,11,0,"0"
41,"Banting",2013-12-24,12,0,"0"
41,"Banting",2013-12-24,13,0,"0"
41,"Banting",2013-12-24,14,0,"0"
41,"Banting",2013-12-24,15,0,"0"
41,"Banting",2013-12-24,16,0,"0"
41,"Banting",2013-12-24,17,0,"0"
41,"Banting",2013-12-24,18,0,"0"
41,"Banting",2013-12-24,19,0,"0"
41,"Banting",2013-12-24,20,44,"c"
41,"Banting",2013-12-24,21,31,"c"
41,"Banting",2013-12-24,22,24,"*"
41,"Banting",2013-12-24,23,26,"*"
41,"Banting",2013-12-24,24,27,"*"
41,"Banting",2013-12-25,1,28,"*"
41,"Banting",2013-12-25,2,30,"*"
41,"Banting",2013-12-25,3,31,"*"
41,"Banting",2013-12-25,4,32,"*"
41,"Banting",2013-12-25,5,32,"*"
41,"Banting",2013-12-25,6,33,"*"
41,"Banting",2013-12-25,7,34,"*"
41,"Banting",2013-12-25,8,35,"*"
41,"Banting",2013-12-25,9,36,"*"
41,"Banting",2013-12-25,10,37,"*"
41,"Banting",2013-12-25,11,38,"*"
41,"Banting",2013-12-25,12,39,"*"
41,"Banting",2013-12-25,13,40,"c"
41,"Banting",2013-12-25,14,40,"*"
41,"Banting",2013-12-25,15,52,"c"
41,"Banting",2013-12-25,16,51,"c"
41,"Banting",2013-12-25,17,47,"c"
41,"Banting",2013-12-25,18,41,"*"
41,"Banting",2013-12-25,19,42,"*"
41,"Banting",2013-12-25,20,43,"*"
41,"Banting",2013-12-25,21,43,"*"
41,"Banting",2013-12-25,22,42,"*"
41,"Banting",2013-12-25,23,42,"*"
41,"Banting",2013-12-25,24,42,"*"
41,"Banting",2013-12-26,1,43,"*"
41,"Banting",2013-12-26,2,43,"*"
41,"Banting",2013-12-26,3,43,"*"
41,"Banting",2013-12-26,4,44,"*"
41,"Banting",2013-12-26,5,45,"*"
41,"Banting",2013-12-26,6,46,"*"
41,"Banting",2013-12-26,7,46,"*"
41,"Banting",2013-12-26,8,46,"*"
41,"Banting",2013-12-26,9,46,"*"
41,"Banting",2013-12-26,10,46,"*"
41,"Banting",2013-12-26,11,46,"*"
41,"Banting",2013-12-26,12,47,"*"
41,"Banting",2013-12-26,13,48,"*"
41,"Banting",2013-12-26,14,63,"c"
41,"Banting",2013-12-26,15,60,"c"
41,"Banting",2013-12-26,16,65,"c"
41,"Banting",2013-12-26,17,68,"c"
41,"Banting",2013-12-26,18,48,"*"
41,"Banting",2013-12-26,19,48,"*"
41,"Banting",2013-12-26,20,49,"*"
41,"Banting",2013-12-26,21,49,"*"
41,"Banting",2013-12-26,22,49,"*"
41,"Banting",2013-12-26,23,49,"*"
41,"Banting",2013-12-26,24,48,"*"
41,"Banting",2013-12-27,1,48,"*"
41,"Banting",2013-12-27,2,47,"*"
41,"Banting",2013-12-27,3,47,"*"
41,"Banting",2013-12-27,4,46,"*"
41,"Banting",2013-12-27,5,45,"*"
41,"Banting",2013-12-27,6,44,"*"
41,"Banting",2013-12-27,7,43,"*"
41,"Banting",2013-12-27,8,42,"*"
41,"Banting",2013-12-27,9,42,"*"
41,"Banting",2013-12-27,10,41,"*"
41,"Banting",2013-12-27,11,41,"*"
41,"Banting",2013-12-27,12,41,"*"
41,"Banting",2013-12-27,13,40,"*"
41,"Banting",2013-12-27,14,47,"c"
41,"Banting",2013-12-27,15,49,"c"
41,"Banting",2013-12-27,16,46,"c"
41,"Banting",2013-12-27,17,38,"*"
41,"Banting",2013-12-27,18,39,"*"
41,"Banting",2013-12-27,19,40,"*"
41,"Banting",2013-12-27,20,40,"*"
41,"Banting",2013-12-27,21,41,"*"
41,"Banting",2013-12-27,22,42,"*"
41,"Banting",2013-12-27,23,42,"*"
41,"Banting",2013-12-27,24,43,"*"
41,"Banting",2013-12-28,1,43,"*"
41,"Banting",2013-12-28,2,43,"*"
41,"Banting",2013-12-28,3,44,"*"
41,"Banting",2013-12-28,4,44,"*"
41,"Banting",2013-12-28,5,45,"*"
41,"Banting",2013-12-28,6,45,"*"
41,"Banting",2013-12-28,7,45,"*"
41,"Banting",2013-12-28,8,45,"*"
41,"Banting",2013-12-28,9,44,"*"
41,"Banting",2013-12-28,10,43,"*"
41,"Banting",2013-12-28,11,43,"*"
41,"Banting",2013-12-28,12,43,"*"
41,"Banting",2013-12-28,13,43,"*"
41,"Banting",2013-12-28,14,47,"c"
41,"Banting",2013-12-28,15,45,"c"
41,"Banting",2013-12-28,16,45,"c"
41,"Banting",2013-12-28,17,45,"c"
41,"Banting",2013-12-28,18,42,"*"
41,"Banting",2013-12-28,19,41,"*"
41,"Banting",2013-12-28,20,41,"*"
41,"Banting",2013-12-28,21,41,"*"
41,"Banting",2013-12-28,22,40,"*"
41,"Banting",2013-12-28,23,41,"*"
41,"Banting",2013-12-28,24,41,"*"
41,"Banting",2013-12-29,1,42,"*"
41,"Banting",2013-12-29,2,42,"*"
41,"Banting",2013-12-29,3,43,"*"
41,"Banting",2013-12-29,4,43,"*"
41,"Banting",2013-12-29,5,44,"*"
41,"Banting",2013-12-29,6,44,"*"
41,"Banting",2013-12-29,7,45,"*"
41,"Banting",2013-12-29,8,44,"*"
41,"Banting",2013-12-29,9,45,"*"
41,"Banting",2013-12-29,10,47,"*"
41,"Banting",2013-12-29,11,48,"*"
41,"Banting",2013-12-29,12,49,"*"
41,"Banting",2013-12-29,13,49,"*"
41,"Banting",2013-12-29,14,49,"*"
41,"Banting",2013-12-29,15,50,"*"
41,"Banting",2013-12-29,16,50,"*"
41,"Banting",2013-12-29,17,50,"*"
41,"Banting",2013-12-29,18,49,"*"
41,"Banting",2013-12-29,19,50,"c"
41,"Banting",2013-12-29,20,49,"*"
41,"Banting",2013-12-29,21,48,"*"
41,"Banting",2013-12-29,22,47,"*"
41,"Banting",2013-12-29,23,46,"*"
41,"Banting",2013-12-29,24,46,"*"
41,"Banting",2013-12-30,1,44,"*"
41,"Banting",2013-12-30,2,43,"*"
41,"Banting",2013-12-30,3,43,"*"
41,"Banting",2013-12-30,4,42,"*"
41,"Banting",2013-12-30,5,41,"*"
41,"Banting",2013-12-30,6,41,"*"
41,"Banting",2013-12-30,7,40,"*"
41,"Banting",2013-12-30,8,40,"*"
41,"Banting",2013-12-30,9,40,"*"
41,"Banting",2013-12-30,10,39,"*"
41,"Banting",2013-12-30,11,40,"*"
41,"Banting",2013-12-30,12,41,"*"
41,"Banting",2013-12-30,13,43,"c"
41,"Banting",2013-12-30,14,55,"c"
41,"Banting",2013-12-30,15,52,"c"
41,"Banting",2013-12-30,16,44,"*"
41,"Banting",2013-12-30,17,55,"c"
41,"Banting",2013-12-30,18,62,"c"
41,"Banting",2013-12-30,19,48,"*"
41,"Banting",2013-12-30,20,49,"*"
41,"Banting",2013-12-30,21,50,"*"
41,"Banting",2013-12-30,22,51,"*"
41,"Banting",2013-12-30,23,52,"*"
41,"Banting",2013-12-30,24,53,"*"
41,"Banting",2013-12-31,1,53,"*"
41,"Banting",2013-12-31,2,53,"*"
41,"Banting",2013-12-31,3,53,"*"
41,"Banting",2013-12-31,4,53,"*"
41,"Banting",2013-12-31,5,53,"*"
41,"Banting",2013-12-31,6,53,"*"
41,"Banting",2013-12-31,7,54,"*"
41,"Banting",2013-12-31,8,54,"*"
41,"Banting",2013-12-31,9,54,"*"
41,"Banting",2013-12-31,10,53,"*"
41,"Banting",2013-12-31,11,53,"*"
41,"Banting",2013-12-31,12,53,"*"
41,"Banting",2013-12-31,13,52,"*"
41,"Banting",2013-12-31,14,53,"c"
41,"Banting",2013-12-31,15,54,"c"
41,"Banting",2013-12-31,16,51,"*"
41,"Banting",2013-12-31,17,50,"*"
41,"Banting",2013-12-31,18,49,"*"
41,"Banting",2013-12-31,19,48,"*"
41,"Banting",2013-12-31,20,46,"*"
41,"Banting",2013-12-31,21,45,"*"
41,"Banting",2013-12-31,22,44,"*"
41,"Banting",2013-12-31,23,43,"*"
41,"Banting",2013-12-31,24,42,"*"
41,"Banting",2014-01-01,1,42,"*"
41,"Banting",2014-01-01,2,42,"*"
41,"Banting",2014-01-01,3,42,"*"
41,"Banting",2014-01-01,4,42,"*"
41,"Banting",2014-01-01,5,42,"*"
41,"Banting",2014-01-01,6,42,"*"
41,"Banting",2014-01-01,7,41,"*"
41,"Banting",2014-01-01,8,41,"*"
41,"Banting",2014-01-01,9,40,"*"
41,"Banting",2014-01-01,10,39,"*"
41,"Banting",2014-01-01,11,38,"*"
41,"Banting",2014-01-01,12,38,"*"
41,"Banting",2014-01-01,13,39,"c"
41,"Banting",2014-01-01,14,37,"*"
41,"Banting",2014-01-01,15,37,"c"
41,"Banting",2014-01-01,16,42,"c"
41,"Banting",2014-01-01,17,46,"c"
41,"Banting",2014-01-01,18,55,"c"
41,"Banting",2014-01-01,19,49,"c"
41,"Banting",2014-01-01,20,41,"c"
41,"Banting",2014-01-01,21,35,"*"
41,"Banting",2014-01-01,22,35,"*"
41,"Banting",2014-01-01,23,35,"*"
41,"Banting",2014-01-01,24,33,"*"
41,"Banting",2014-01-02,1,32,"*"
41,"Banting",2014-01-02,2,32,"*"
41,"Banting",2014-01-02,3,31,"*"
41,"Banting",2014-01-02,4,31,"*"
41,"Banting",2014-01-02,5,31,"*"
41,"Banting",2014-01-02,6,31,"*"
41,"Banting",2014-01-02,7,31,"*"
41,"Banting",2014-01-02,8,31,"*"
41,"Banting",2014-01-02,9,32,"*"
41,"Banting",2014-01-02,10,32,"*"
41,"Banting",2014-01-02,11,33,"*"
41,"Banting",2014-01-02,12,33,"*"
41,"Banting",2014-01-02,13,44,"c"
41,"Banting",2014-01-02,14,52,"c"
41,"Banting",2014-01-02,15,46,"c"
41,"Banting",2014-01-02,16,39,"c"
41,"Banting",2014-01-02,17,51,"c"
41,"Banting",2014-01-02,18,60,"c"
41,"Banting",2014-01-02,19,54,"c"
41,"Banting",2014-01-02,20,49,"c"
41,"Banting",2014-01-02,21,36,"*"
41,"Banting",2014-01-02,22,37,"*"
41,"Banting",2014-01-02,23,37,"*"
41,"Banting",2014-01-02,24,38,"*"
41,"Banting",2014-01-03,1,39,"*"
41,"Banting",2014-01-03,2,40,"*"
41,"Banting",2014-01-03,3,41,"*"
41,"Banting",2014-01-03,4,41,"*"
41,"Banting",2014-01-03,5,41,"*"
41,"Banting",2014-01-03,6,41,"*"
41,"Banting",2014-01-03,7,40,"*"
41,"Banting",2014-01-03,8,39,"*"
41,"Banting",2014-01-03,9,39,"*"
41,"Banting",2014-01-03,10,40,"*"
41,"Banting",2014-01-03,11,40,"*"
41,"Banting",2014-01-03,12,41,"*"
41,"Banting",2014-01-03,13,42,"*"
41,"Banting",2014-01-03,14,49,"c"
41,"Banting",2014-01-03,15,52,"c"
41,"Banting",2014-01-03,16,59,"c"
41,"Banting",2014-01-03,17,60,"c"
41,"Banting",2014-01-03,18,51,"c"
41,"Banting",2014-01-03,19,41,"*"
41,"Banting",2014-01-03,20,39,"*"
41,"Banting",2014-01-03,21,37,"*"
41,"Banting",2014-01-03,22,36,"*"
41,"Banting",2014-01-03,23,36,"*"
41,"Banting",2014-01-03,24,35,"*"
41,"Banting",2014-01-04,1,34,"*"
41,"Banting",2014-01-04,2,33,"*"
41,"Banting",2014-01-04,3,32,"*"
41,"Banting",2014-01-04,4,32,"*"
41,"Banting",2014-01-04,5,32,"*"
41,"Banting",2014-01-04,6,32,"*"
41,"Banting",2014-01-04,7,33,"*"
41,"Banting",2014-01-04,8,34,"*"
41,"Banting",2014-01-04,9,33,"*"
41,"Banting",2014-01-04,10,33,"*"
41,"Banting",2014-01-04,11,33,"*"
41,"Banting",2014-01-04,12,32,"*"
41,"Banting",2014-01-04,13,35,"c"
41,"Banting",2014-01-04,14,44,"c"
41,"Banting",2014-01-04,15,30,"*"
41,"Banting",2014-01-04,16,29,"*"
41,"Banting",2014-01-04,17,28,"*"
41,"Banting",2014-01-04,18,29,"*"
41,"Banting",2014-01-04,19,29,"*"
41,"Banting",2014-01-04,20,30,"*"
41,"Banting",2014-01-04,21,30,"*"
41,"Banting",2014-01-04,22,30,"*"
41,"Banting",2014-01-04,23,30,"*"
41,"Banting",2014-01-04,24,30,"*"
41,"Banting",2014-01-05,1,30,"*"
41,"Banting",2014-01-05,2,31,"*"
41,"Banting",2014-01-05,3,32,"*"
41,"Banting",2014-01-05,4,33,"*"
41,"Banting",2014-01-05,5,34,"*"
41,"Banting",2014-01-05,6,34,"*"
41,"Banting",2014-01-05,7,34,"*"
41,"Banting",2014-01-05,8,34,"*"
41,"Banting",2014-01-05,9,35,"*"
41,"Banting",2014-01-05,10,35,"*"
41,"Banting",2014-01-05,11,35,"*"
41,"Banting",2014-01-05,12,35,"*"
41,"Banting",2014-01-05,13,36,"*"
41,"Banting",2014-01-05,14,50,"c"
41,"Banting",2014-01-05,15,50,"c"
41,"Banting",2014-01-05,16,51,"c"
41,"Banting",2014-01-05,17,59,"c"
41,"Banting",2014-01-05,18,59,"c"
41,"Banting",2014-01-05,19,54,"c"
41,"Banting",2014-01-05,20,40,"*"
41,"Banting",2014-01-05,21,40,"*"
41,"Banting",2014-01-05,22,40,"*"
41,"Banting",2014-01-05,23,40,"*"
41,"Banting",2014-01-05,24,39,"*"
41,"Banting",2014-01-06,1,39,"*"
41,"Banting",2014-01-06,2,39,"*"
41,"Banting",2014-01-06,3,39,"*"
41,"Banting",2014-01-06,4,39,"*"
41,"Banting",2014-01-06,5,39,"*"
41,"Banting",2014-01-06,6,39,"*"
41,"Banting",2014-01-06,7,39,"*"
41,"Banting",2014-01-06,8,39,"*"
41,"Banting",2014-01-06,9,39,"*"
41,"Banting",2014-01-06,10,40,"*"
41,"Banting",2014-01-06,11,40,"*"
41,"Banting",2014-01-06,12,40,"*"
41,"Banting",2014-01-06,13,39,"*"
41,"Banting",2014-01-06,14,39,"*"
41,"Banting",2014-01-06,15,38,"*"
41,"Banting",2014-01-06,16,50,"c"
41,"Banting",2014-01-06,17,49,"c"
41,"Banting",2014-01-06,18,0,"0"
41,"Banting",2014-01-06,19,0,"0"
41,"Banting",2014-01-06,20,0,"0"
41,"Banting",2014-01-06,21,0,"0"
41,"Banting",2014-01-06,22,0,"0"
41,"Banting",2014-01-06,23,0,"0"
41,"Banting",2014-01-06,24,0,"0"
41,"Banting",2014-01-07,1,0,"0"
41,"Banting",2014-01-07,2,0,"0"
41,"Banting",2014-01-07,3,0,"0"
41,"Banting",2014-01-07,4,0,"0"
41,"Banting",2014-01-07,5,0,"0"
41,"Banting",2014-01-07,6,0,"0"
41,"Banting",2014-01-07,7,0,"0"
41,"Banting",2014-01-07,8,0,"0"
41,"Banting",2014-01-07,9,0,"0"
41,"Banting",2014-01-07,10,0,"0"
