"Station.No","Location","Date","Hour","API","Pollutant"
41,"Banting",2014-06-05,17,29,"c"
41,"Banting",2014-06-05,18,32,"c"
41,"Banting",2014-06-05,19,24,"*"
41,"Banting",2014-06-05,20,24,"*"
41,"Banting",2014-06-05,21,23,"*"
41,"Banting",2014-06-05,22,23,"*"
41,"Banting",2014-06-05,23,23,"*"
41,"Banting",2014-06-05,24,23,"*"
41,"Banting",2014-06-06,1,23,"*"
41,"Banting",2014-06-06,2,23,"*"
41,"Banting",2014-06-06,3,23,"*"
41,"Banting",2014-06-06,4,23,"*"
41,"Banting",2014-06-06,5,23,"*"
41,"Banting",2014-06-06,6,23,"*"
41,"Banting",2014-06-06,7,24,"*"
41,"Banting",2014-06-06,8,24,"*"
41,"Banting",2014-06-06,9,24,"*"
41,"Banting",2014-06-06,10,24,"*"
41,"Banting",2014-06-06,11,24,"*"
41,"Banting",2014-06-06,12,23,"*"
41,"Banting",2014-06-06,13,24,"*"
41,"Banting",2014-06-06,14,24,"*"
41,"Banting",2014-06-06,15,32,"c"
41,"Banting",2014-06-06,16,35,"c"
41,"Banting",2014-06-06,17,35,"c"
41,"Banting",2014-06-06,18,24,"*"
41,"Banting",2014-06-06,19,45,"c"
41,"Banting",2014-06-06,20,38,"c"
41,"Banting",2014-06-06,21,25,"*"
41,"Banting",2014-06-06,22,25,"*"
41,"Banting",2014-06-06,23,25,"*"
41,"Banting",2014-06-06,24,25,"*"
41,"Banting",2014-06-07,1,25,"*"
41,"Banting",2014-06-07,2,25,"*"
41,"Banting",2014-06-07,3,25,"*"
41,"Banting",2014-06-07,4,25,"*"
41,"Banting",2014-06-07,5,24,"*"
41,"Banting",2014-06-07,6,24,"*"
41,"Banting",2014-06-07,7,24,"*"
41,"Banting",2014-06-07,8,24,"*"
41,"Banting",2014-06-07,9,24,"*"
41,"Banting",2014-06-07,10,24,"*"
41,"Banting",2014-06-07,11,24,"*"
41,"Banting",2014-06-07,12,24,"*"
41,"Banting",2014-06-07,13,33,"c"
41,"Banting",2014-06-07,14,37,"c"
41,"Banting",2014-06-07,15,39,"c"
41,"Banting",2014-06-07,16,35,"c"
41,"Banting",2014-06-07,17,26,"*"
41,"Banting",2014-06-07,18,29,"c"
41,"Banting",2014-06-07,19,31,"c"
41,"Banting",2014-06-07,20,26,"*"
41,"Banting",2014-06-07,21,26,"*"
41,"Banting",2014-06-07,22,26,"*"
41,"Banting",2014-06-07,23,25,"*"
41,"Banting",2014-06-07,24,25,"*"
41,"Banting",2014-06-08,1,24,"*"
41,"Banting",2014-06-08,2,24,"*"
41,"Banting",2014-06-08,3,24,"*"
41,"Banting",2014-06-08,4,23,"*"
41,"Banting",2014-06-08,5,23,"*"
41,"Banting",2014-06-08,6,23,"*"
41,"Banting",2014-06-08,7,22,"*"
41,"Banting",2014-06-08,8,22,"*"
41,"Banting",2014-06-08,9,22,"*"
41,"Banting",2014-06-08,10,21,"*"
41,"Banting",2014-06-08,11,21,"*"
41,"Banting",2014-06-08,12,22,"*"
41,"Banting",2014-06-08,13,22,"*"
41,"Banting",2014-06-08,14,23,"c"
41,"Banting",2014-06-08,15,22,"*"
41,"Banting",2014-06-08,16,21,"*"
41,"Banting",2014-06-08,17,30,"c"
41,"Banting",2014-06-08,18,29,"c"
41,"Banting",2014-06-08,19,30,"c"
41,"Banting",2014-06-08,20,26,"c"
41,"Banting",2014-06-08,21,21,"*"
41,"Banting",2014-06-08,22,21,"*"
41,"Banting",2014-06-08,23,21,"*"
41,"Banting",2014-06-08,24,22,"*"
41,"Banting",2014-06-09,1,23,"*"
41,"Banting",2014-06-09,2,23,"*"
41,"Banting",2014-06-09,3,24,"*"
41,"Banting",2014-06-09,4,24,"*"
41,"Banting",2014-06-09,5,25,"*"
41,"Banting",2014-06-09,6,25,"*"
41,"Banting",2014-06-09,7,25,"*"
41,"Banting",2014-06-09,8,25,"*"
41,"Banting",2014-06-09,9,26,"*"
41,"Banting",2014-06-09,10,28,"*"
41,"Banting",2014-06-09,11,28,"*"
41,"Banting",2014-06-09,12,28,"*"
41,"Banting",2014-06-09,13,31,"c"
41,"Banting",2014-06-09,14,36,"c"
41,"Banting",2014-06-09,15,29,"*"
41,"Banting",2014-06-09,16,51,"c"
41,"Banting",2014-06-09,17,50,"c"
41,"Banting",2014-06-09,18,51,"c"
41,"Banting",2014-06-09,19,39,"c"
41,"Banting",2014-06-09,20,31,"*"
41,"Banting",2014-06-09,21,32,"*"
41,"Banting",2014-06-09,22,34,"*"
41,"Banting",2014-06-09,23,35,"*"
41,"Banting",2014-06-09,24,36,"*"
41,"Banting",2014-06-10,1,37,"*"
41,"Banting",2014-06-10,2,38,"*"
41,"Banting",2014-06-10,3,39,"*"
41,"Banting",2014-06-10,4,41,"*"
41,"Banting",2014-06-10,5,42,"*"
41,"Banting",2014-06-10,6,44,"*"
41,"Banting",2014-06-10,7,46,"*"
41,"Banting",2014-06-10,8,48,"*"
41,"Banting",2014-06-10,9,48,"*"
41,"Banting",2014-06-10,10,49,"*"
41,"Banting",2014-06-10,11,49,"*"
41,"Banting",2014-06-10,12,49,"*"
41,"Banting",2014-06-10,13,50,"*"
41,"Banting",2014-06-10,14,50,"*"
41,"Banting",2014-06-10,15,58,"c"
41,"Banting",2014-06-10,16,71,"c"
41,"Banting",2014-06-10,17,53,"c"
41,"Banting",2014-06-10,18,51,"*"
41,"Banting",2014-06-10,19,51,"*"
41,"Banting",2014-06-10,20,51,"*"
41,"Banting",2014-06-10,21,51,"*"
41,"Banting",2014-06-10,22,51,"*"
41,"Banting",2014-06-10,23,51,"*"
41,"Banting",2014-06-10,24,51,"*"
41,"Banting",2014-06-11,1,52,"*"
41,"Banting",2014-06-11,2,53,"*"
41,"Banting",2014-06-11,3,54,"*"
41,"Banting",2014-06-11,4,54,"*"
41,"Banting",2014-06-11,5,54,"*"
41,"Banting",2014-06-11,6,53,"*"
41,"Banting",2014-06-11,7,53,"*"
41,"Banting",2014-06-11,8,53,"*"
41,"Banting",2014-06-11,9,53,"*"
41,"Banting",2014-06-11,10,53,"*"
41,"Banting",2014-06-11,11,53,"*"
41,"Banting",2014-06-11,12,53,"*"
41,"Banting",2014-06-11,13,53,"*"
41,"Banting",2014-06-11,14,53,"*"
41,"Banting",2014-06-11,15,53,"*"
41,"Banting",2014-06-11,16,52,"*"
41,"Banting",2014-06-11,17,52,"*"
41,"Banting",2014-06-11,18,52,"*"
41,"Banting",2014-06-11,19,52,"*"
41,"Banting",2014-06-11,20,53,"*"
41,"Banting",2014-06-11,21,53,"*"
41,"Banting",2014-06-11,22,53,"*"
41,"Banting",2014-06-11,23,54,"*"
41,"Banting",2014-06-11,24,54,"*"
41,"Banting",2014-06-12,1,54,"*"
41,"Banting",2014-06-12,2,53,"*"
41,"Banting",2014-06-12,3,52,"*"
41,"Banting",2014-06-12,4,51,"*"
41,"Banting",2014-06-12,5,50,"*"
41,"Banting",2014-06-12,6,50,"*"
41,"Banting",2014-06-12,7,50,"*"
41,"Banting",2014-06-12,8,49,"*"
41,"Banting",2014-06-12,9,47,"*"
41,"Banting",2014-06-12,10,46,"*"
41,"Banting",2014-06-12,11,46,"*"
41,"Banting",2014-06-12,12,47,"*"
41,"Banting",2014-06-12,13,73,"c"
41,"Banting",2014-06-12,14,48,"*"
41,"Banting",2014-06-12,15,48,"*"
41,"Banting",2014-06-12,16,47,"*"
41,"Banting",2014-06-12,17,47,"*"
41,"Banting",2014-06-12,18,48,"*"
41,"Banting",2014-06-12,19,48,"*"
41,"Banting",2014-06-12,20,46,"*"
41,"Banting",2014-06-12,21,45,"*"
41,"Banting",2014-06-12,22,45,"*"
41,"Banting",2014-06-12,23,45,"*"
41,"Banting",2014-06-12,24,44,"*"
41,"Banting",2014-06-13,1,42,"*"
41,"Banting",2014-06-13,2,42,"*"
41,"Banting",2014-06-13,3,43,"*"
41,"Banting",2014-06-13,4,44,"*"
41,"Banting",2014-06-13,5,44,"*"
41,"Banting",2014-06-13,6,44,"*"
41,"Banting",2014-06-13,7,44,"*"
41,"Banting",2014-06-13,8,45,"*"
41,"Banting",2014-06-13,9,45,"*"
41,"Banting",2014-06-13,10,45,"*"
41,"Banting",2014-06-13,11,46,"*"
41,"Banting",2014-06-13,12,46,"*"
41,"Banting",2014-06-13,13,45,"*"
41,"Banting",2014-06-13,14,45,"*"
41,"Banting",2014-06-13,15,45,"*"
41,"Banting",2014-06-13,16,45,"*"
41,"Banting",2014-06-13,17,45,"*"
41,"Banting",2014-06-13,18,44,"*"
41,"Banting",2014-06-13,19,44,"*"
41,"Banting",2014-06-13,20,43,"*"
41,"Banting",2014-06-13,21,42,"*"
41,"Banting",2014-06-13,22,41,"*"
41,"Banting",2014-06-13,23,39,"*"
41,"Banting",2014-06-13,24,37,"*"
41,"Banting",2014-06-14,1,36,"*"
41,"Banting",2014-06-14,2,35,"*"
41,"Banting",2014-06-14,3,34,"*"
41,"Banting",2014-06-14,4,34,"*"
41,"Banting",2014-06-14,5,35,"*"
41,"Banting",2014-06-14,6,35,"*"
41,"Banting",2014-06-14,7,34,"*"
41,"Banting",2014-06-14,8,33,"*"
41,"Banting",2014-06-14,9,33,"*"
41,"Banting",2014-06-14,10,32,"*"
41,"Banting",2014-06-14,11,32,"*"
41,"Banting",2014-06-14,12,30,"*"
41,"Banting",2014-06-14,13,29,"*"
41,"Banting",2014-06-14,14,29,"*"
41,"Banting",2014-06-14,15,28,"*"
41,"Banting",2014-06-14,16,31,"c"
41,"Banting",2014-06-14,17,28,"*"
41,"Banting",2014-06-14,18,35,"c"
41,"Banting",2014-06-14,19,33,"c"
41,"Banting",2014-06-14,20,28,"*"
41,"Banting",2014-06-14,21,28,"*"
41,"Banting",2014-06-14,22,28,"*"
41,"Banting",2014-06-14,23,28,"*"
41,"Banting",2014-06-14,24,28,"*"
41,"Banting",2014-06-15,1,28,"*"
41,"Banting",2014-06-15,2,28,"*"
41,"Banting",2014-06-15,3,29,"*"
41,"Banting",2014-06-15,4,29,"*"
41,"Banting",2014-06-15,5,29,"*"
41,"Banting",2014-06-15,6,29,"*"
41,"Banting",2014-06-15,7,29,"*"
41,"Banting",2014-06-15,8,29,"*"
41,"Banting",2014-06-15,9,29,"*"
41,"Banting",2014-06-15,10,29,"*"
41,"Banting",2014-06-15,11,30,"*"
41,"Banting",2014-06-15,12,30,"*"
41,"Banting",2014-06-15,13,34,"c"
41,"Banting",2014-06-15,14,36,"c"
41,"Banting",2014-06-15,15,31,"*"
41,"Banting",2014-06-15,16,33,"*"
41,"Banting",2014-06-15,17,34,"*"
41,"Banting",2014-06-15,18,35,"c"
41,"Banting",2014-06-15,19,37,"c"
41,"Banting",2014-06-15,20,36,"c"
41,"Banting",2014-06-15,21,36,"*"
41,"Banting",2014-06-15,22,37,"*"
41,"Banting",2014-06-15,23,38,"*"
41,"Banting",2014-06-15,24,38,"*"
41,"Banting",2014-06-16,1,39,"*"
41,"Banting",2014-06-16,2,39,"*"
41,"Banting",2014-06-16,3,39,"*"
41,"Banting",2014-06-16,4,40,"*"
41,"Banting",2014-06-16,5,40,"*"
41,"Banting",2014-06-16,6,41,"*"
41,"Banting",2014-06-16,7,42,"*"
41,"Banting",2014-06-16,8,43,"*"
41,"Banting",2014-06-16,9,45,"*"
41,"Banting",2014-06-16,10,46,"*"
41,"Banting",2014-06-16,11,47,"*"
41,"Banting",2014-06-16,12,48,"*"
41,"Banting",2014-06-16,13,49,"*"
41,"Banting",2014-06-16,14,49,"*"
41,"Banting",2014-06-16,15,50,"*"
41,"Banting",2014-06-16,16,50,"*"
41,"Banting",2014-06-16,17,50,"*"
41,"Banting",2014-06-16,18,50,"*"
41,"Banting",2014-06-16,19,51,"*"
41,"Banting",2014-06-16,20,51,"*"
41,"Banting",2014-06-16,21,52,"*"
41,"Banting",2014-06-16,22,52,"*"
41,"Banting",2014-06-16,23,53,"*"
41,"Banting",2014-06-16,24,54,"*"
41,"Banting",2014-06-17,1,55,"*"
41,"Banting",2014-06-17,2,56,"*"
41,"Banting",2014-06-17,3,56,"*"
41,"Banting",2014-06-17,4,57,"*"
41,"Banting",2014-06-17,5,57,"*"
41,"Banting",2014-06-17,6,58,"*"
41,"Banting",2014-06-17,7,58,"*"
41,"Banting",2014-06-17,8,58,"*"
41,"Banting",2014-06-17,9,58,"*"
41,"Banting",2014-06-17,10,59,"*"
41,"Banting",2014-06-17,11,61,"*"
41,"Banting",2014-06-17,12,61,"*"
41,"Banting",2014-06-17,13,61,"*"
41,"Banting",2014-06-17,14,61,"*"
41,"Banting",2014-06-17,15,61,"*"
41,"Banting",2014-06-17,16,62,"*"
41,"Banting",2014-06-17,17,62,"*"
41,"Banting",2014-06-17,18,62,"*"
41,"Banting",2014-06-17,19,62,"*"
41,"Banting",2014-06-17,20,63,"*"
41,"Banting",2014-06-17,21,63,"*"
41,"Banting",2014-06-17,22,63,"*"
41,"Banting",2014-06-17,23,63,"*"
41,"Banting",2014-06-17,24,63,"*"
41,"Banting",2014-06-18,1,63,"*"
41,"Banting",2014-06-18,2,62,"*"
41,"Banting",2014-06-18,3,62,"*"
41,"Banting",2014-06-18,4,61,"*"
41,"Banting",2014-06-18,5,60,"*"
41,"Banting",2014-06-18,6,59,"*"
41,"Banting",2014-06-18,7,58,"*"
41,"Banting",2014-06-18,8,57,"*"
41,"Banting",2014-06-18,9,56,"*"
41,"Banting",2014-06-18,10,55,"*"
41,"Banting",2014-06-18,11,53,"*"
41,"Banting",2014-06-18,12,52,"*"
41,"Banting",2014-06-18,13,52,"*"
41,"Banting",2014-06-18,14,52,"*"
41,"Banting",2014-06-18,15,52,"*"
41,"Banting",2014-06-18,16,52,"*"
41,"Banting",2014-06-18,17,52,"*"
41,"Banting",2014-06-18,18,52,"*"
41,"Banting",2014-06-18,19,52,"*"
41,"Banting",2014-06-18,20,51,"*"
41,"Banting",2014-06-18,21,51,"*"
41,"Banting",2014-06-18,22,51,"*"
41,"Banting",2014-06-18,23,51,"*"
41,"Banting",2014-06-18,24,52,"*"
41,"Banting",2014-06-19,1,52,"*"
41,"Banting",2014-06-19,2,53,"*"
41,"Banting",2014-06-19,3,54,"*"
41,"Banting",2014-06-19,4,55,"*"
41,"Banting",2014-06-19,5,56,"*"
41,"Banting",2014-06-19,6,57,"*"
41,"Banting",2014-06-19,7,57,"*"
41,"Banting",2014-06-19,8,58,"*"
41,"Banting",2014-06-19,9,59,"*"
41,"Banting",2014-06-19,10,60,"*"
41,"Banting",2014-06-19,11,61,"*"
41,"Banting",2014-06-19,12,62,"*"
41,"Banting",2014-06-19,13,64,"*"
41,"Banting",2014-06-19,14,66,"*"
41,"Banting",2014-06-19,15,74,"c"
41,"Banting",2014-06-19,16,91,"c"
41,"Banting",2014-06-19,17,88,"c"
41,"Banting",2014-06-19,18,74,"*"
41,"Banting",2014-06-19,19,75,"*"
41,"Banting",2014-06-19,20,76,"*"
41,"Banting",2014-06-19,21,77,"*"
41,"Banting",2014-06-19,22,78,"*"
41,"Banting",2014-06-19,23,78,"*"
41,"Banting",2014-06-19,24,78,"*"
41,"Banting",2014-06-20,1,78,"*"
41,"Banting",2014-06-20,2,78,"*"
41,"Banting",2014-06-20,3,77,"*"
41,"Banting",2014-06-20,4,77,"*"
41,"Banting",2014-06-20,5,77,"*"
41,"Banting",2014-06-20,6,76,"*"
41,"Banting",2014-06-20,7,78,"*"
41,"Banting",2014-06-20,8,79,"*"
41,"Banting",2014-06-20,9,80,"*"
41,"Banting",2014-06-20,10,81,"*"
41,"Banting",2014-06-20,11,80,"*"
41,"Banting",2014-06-20,12,79,"*"
41,"Banting",2014-06-20,13,77,"*"
41,"Banting",2014-06-20,14,75,"*"
41,"Banting",2014-06-20,15,73,"*"
41,"Banting",2014-06-20,16,71,"*"
41,"Banting",2014-06-20,17,68,"*"
41,"Banting",2014-06-20,18,66,"*"
41,"Banting",2014-06-20,19,65,"*"
41,"Banting",2014-06-20,20,65,"*"
41,"Banting",2014-06-20,21,64,"*"
41,"Banting",2014-06-20,22,64,"*"
41,"Banting",2014-06-20,23,62,"*"
41,"Banting",2014-06-20,24,61,"*"
41,"Banting",2014-06-21,1,61,"*"
41,"Banting",2014-06-21,2,61,"*"
41,"Banting",2014-06-21,3,60,"*"
41,"Banting",2014-06-21,4,60,"*"
41,"Banting",2014-06-21,5,60,"*"
41,"Banting",2014-06-21,6,60,"*"
41,"Banting",2014-06-21,7,59,"*"
41,"Banting",2014-06-21,8,59,"*"
41,"Banting",2014-06-21,9,58,"*"
41,"Banting",2014-06-21,10,56,"*"
41,"Banting",2014-06-21,11,56,"*"
41,"Banting",2014-06-21,12,57,"*"
41,"Banting",2014-06-21,13,58,"*"
41,"Banting",2014-06-21,14,59,"*"
41,"Banting",2014-06-21,15,60,"*"
41,"Banting",2014-06-21,16,61,"*"
41,"Banting",2014-06-21,17,62,"*"
41,"Banting",2014-06-21,18,62,"*"
41,"Banting",2014-06-21,19,63,"*"
41,"Banting",2014-06-21,20,63,"*"
41,"Banting",2014-06-21,21,64,"*"
41,"Banting",2014-06-21,22,64,"*"
41,"Banting",2014-06-21,23,65,"*"
41,"Banting",2014-06-21,24,67,"*"
41,"Banting",2014-06-22,1,69,"*"
41,"Banting",2014-06-22,2,71,"*"
41,"Banting",2014-06-22,3,73,"*"
41,"Banting",2014-06-22,4,75,"*"
41,"Banting",2014-06-22,5,77,"*"
41,"Banting",2014-06-22,6,78,"*"
41,"Banting",2014-06-22,7,79,"*"
41,"Banting",2014-06-22,8,79,"*"
41,"Banting",2014-06-22,9,80,"*"
41,"Banting",2014-06-22,10,81,"*"
41,"Banting",2014-06-22,11,84,"*"
41,"Banting",2014-06-22,12,85,"*"
41,"Banting",2014-06-22,13,85,"*"
41,"Banting",2014-06-22,14,85,"*"
41,"Banting",2014-06-22,15,84,"*"
41,"Banting",2014-06-22,16,84,"*"
41,"Banting",2014-06-22,17,84,"*"
41,"Banting",2014-06-22,18,84,"*"
41,"Banting",2014-06-22,19,83,"*"
41,"Banting",2014-06-22,20,83,"*"
41,"Banting",2014-06-22,21,83,"*"
41,"Banting",2014-06-22,22,83,"*"
41,"Banting",2014-06-22,23,83,"*"
41,"Banting",2014-06-22,24,82,"*"
41,"Banting",2014-06-23,1,82,"*"
41,"Banting",2014-06-23,2,83,"*"
41,"Banting",2014-06-23,3,83,"*"
41,"Banting",2014-06-23,4,82,"*"
41,"Banting",2014-06-23,5,81,"*"
41,"Banting",2014-06-23,6,81,"*"
41,"Banting",2014-06-23,7,81,"*"
41,"Banting",2014-06-23,8,81,"*"
41,"Banting",2014-06-23,9,81,"*"
41,"Banting",2014-06-23,10,81,"*"
41,"Banting",2014-06-23,11,81,"*"
41,"Banting",2014-06-23,12,82,"*"
41,"Banting",2014-06-23,13,86,"*"
41,"Banting",2014-06-23,14,89,"*"
41,"Banting",2014-06-23,15,92,"*"
41,"Banting",2014-06-23,16,93,"*"
41,"Banting",2014-06-23,17,95,"*"
41,"Banting",2014-06-23,18,96,"*"
41,"Banting",2014-06-23,19,97,"*"
41,"Banting",2014-06-23,20,98,"*"
41,"Banting",2014-06-23,21,100,"*"
41,"Banting",2014-06-23,22,103,"*"
41,"Banting",2014-06-23,23,107,"*"
41,"Banting",2014-06-23,24,111,"*"
41,"Banting",2014-06-24,1,113,"*"
41,"Banting",2014-06-24,2,115,"*"
41,"Banting",2014-06-24,3,117,"*"
41,"Banting",2014-06-24,4,118,"*"
41,"Banting",2014-06-24,5,119,"*"
41,"Banting",2014-06-24,6,120,"*"
41,"Banting",2014-06-24,7,121,"*"
41,"Banting",2014-06-24,8,121,"*"
41,"Banting",2014-06-24,9,121,"*"
41,"Banting",2014-06-24,10,120,"*"
41,"Banting",2014-06-24,11,118,"*"
41,"Banting",2014-06-24,12,119,"*"
41,"Banting",2014-06-24,13,120,"*"
41,"Banting",2014-06-24,14,122,"*"
41,"Banting",2014-06-24,15,123,"*"
41,"Banting",2014-06-24,16,125,"*"
41,"Banting",2014-06-24,17,126,"*"
41,"Banting",2014-06-24,18,127,"*"
41,"Banting",2014-06-24,19,128,"*"
41,"Banting",2014-06-24,20,128,"*"
41,"Banting",2014-06-24,21,128,"*"
41,"Banting",2014-06-24,22,127,"*"
41,"Banting",2014-06-24,23,124,"*"
41,"Banting",2014-06-24,24,121,"*"
41,"Banting",2014-06-25,1,119,"*"
41,"Banting",2014-06-25,2,117,"*"
41,"Banting",2014-06-25,3,115,"*"
41,"Banting",2014-06-25,4,114,"*"
41,"Banting",2014-06-25,5,113,"*"
41,"Banting",2014-06-25,6,112,"*"
41,"Banting",2014-06-25,7,111,"*"
41,"Banting",2014-06-25,8,110,"*"
41,"Banting",2014-06-25,9,109,"*"
41,"Banting",2014-06-25,10,108,"*"
41,"Banting",2014-06-25,11,107,"*"
41,"Banting",2014-06-25,12,103,"*"
41,"Banting",2014-06-25,13,97,"*"
41,"Banting",2014-06-25,14,92,"*"
41,"Banting",2014-06-25,15,87,"*"
41,"Banting",2014-06-25,16,84,"*"
41,"Banting",2014-06-25,17,80,"*"
41,"Banting",2014-06-25,18,77,"*"
41,"Banting",2014-06-25,19,74,"*"
41,"Banting",2014-06-25,20,72,"*"
41,"Banting",2014-06-25,21,70,"*"
41,"Banting",2014-06-25,22,68,"*"
41,"Banting",2014-06-25,23,66,"*"
41,"Banting",2014-06-25,24,64,"*"
41,"Banting",2014-06-26,1,62,"*"
41,"Banting",2014-06-26,2,61,"*"
41,"Banting",2014-06-26,3,59,"*"
41,"Banting",2014-06-26,4,58,"*"
41,"Banting",2014-06-26,5,56,"*"
41,"Banting",2014-06-26,6,55,"*"
41,"Banting",2014-06-26,7,55,"*"
41,"Banting",2014-06-26,8,55,"*"
41,"Banting",2014-06-26,9,55,"*"
41,"Banting",2014-06-26,10,55,"*"
41,"Banting",2014-06-26,11,55,"*"
41,"Banting",2014-06-26,12,56,"*"
41,"Banting",2014-06-26,13,56,"*"
41,"Banting",2014-06-26,14,57,"*"
41,"Banting",2014-06-26,15,57,"*"
41,"Banting",2014-06-26,16,57,"*"
41,"Banting",2014-06-26,17,58,"*"
41,"Banting",2014-06-26,18,58,"*"
41,"Banting",2014-06-26,19,59,"*"
41,"Banting",2014-06-26,20,60,"*"
41,"Banting",2014-06-26,21,60,"*"
41,"Banting",2014-06-26,22,59,"*"
41,"Banting",2014-06-26,23,59,"*"
41,"Banting",2014-06-26,24,60,"*"
41,"Banting",2014-06-27,1,60,"*"
41,"Banting",2014-06-27,2,60,"*"
41,"Banting",2014-06-27,3,61,"*"
41,"Banting",2014-06-27,4,61,"*"
41,"Banting",2014-06-27,5,63,"*"
41,"Banting",2014-06-27,6,64,"*"
41,"Banting",2014-06-27,7,63,"*"
41,"Banting",2014-06-27,8,63,"*"
41,"Banting",2014-06-27,9,62,"*"
41,"Banting",2014-06-27,10,62,"*"
41,"Banting",2014-06-27,11,61,"*"
41,"Banting",2014-06-27,12,62,"*"
41,"Banting",2014-06-27,13,63,"*"
41,"Banting",2014-06-27,14,70,"c"
41,"Banting",2014-06-27,15,65,"*"
41,"Banting",2014-06-27,16,69,"c"
41,"Banting",2014-06-27,17,68,"*"
41,"Banting",2014-06-27,18,68,"*"
41,"Banting",2014-06-27,19,69,"*"
41,"Banting",2014-06-27,20,68,"*"
41,"Banting",2014-06-27,21,70,"*"
41,"Banting",2014-06-27,22,70,"*"
41,"Banting",2014-06-27,23,70,"*"
41,"Banting",2014-06-27,24,71,"*"
41,"Banting",2014-06-28,1,71,"*"
41,"Banting",2014-06-28,2,72,"*"
41,"Banting",2014-06-28,3,72,"*"
41,"Banting",2014-06-28,4,72,"*"
41,"Banting",2014-06-28,5,71,"*"
41,"Banting",2014-06-28,6,71,"*"
41,"Banting",2014-06-28,7,72,"*"
41,"Banting",2014-06-28,8,73,"*"
41,"Banting",2014-06-28,9,75,"*"
41,"Banting",2014-06-28,10,75,"*"
41,"Banting",2014-06-28,11,76,"*"
41,"Banting",2014-06-28,12,77,"*"
41,"Banting",2014-06-28,13,78,"*"
41,"Banting",2014-06-28,14,91,"c"
41,"Banting",2014-06-28,15,91,"c"
41,"Banting",2014-06-28,16,81,"*"
41,"Banting",2014-06-28,17,0,"0"
41,"Banting",2014-06-28,18,0,"0"
41,"Banting",2014-06-28,19,0,"0"
41,"Banting",2014-06-28,20,0,"0"
41,"Banting",2014-06-28,21,0,"0"
41,"Banting",2014-06-28,22,0,"0"
41,"Banting",2014-06-28,23,0,"0"
41,"Banting",2014-06-28,24,0,"0"
41,"Banting",2014-06-29,1,0,"0"
41,"Banting",2014-06-29,2,0,"0"
41,"Banting",2014-06-29,3,0,"0"
41,"Banting",2014-06-29,4,0,"0"
41,"Banting",2014-06-29,5,0,"0"
41,"Banting",2014-06-29,6,0,"0"
41,"Banting",2014-06-29,7,0,"0"
41,"Banting",2014-06-29,8,0,"0"
41,"Banting",2014-06-29,9,0,"0"
41,"Banting",2014-06-29,10,0,"0"
41,"Banting",2014-06-29,11,0,"0"
41,"Banting",2014-06-29,12,0,"0"
41,"Banting",2014-06-29,13,0,"0"
41,"Banting",2014-06-29,14,0,"0"
41,"Banting",2014-06-29,15,0,"0"
41,"Banting",2014-06-29,16,74,"*"
41,"Banting",2014-06-29,17,73,"*"
41,"Banting",2014-06-29,18,72,"*"
41,"Banting",2014-06-29,19,71,"*"
41,"Banting",2014-06-29,20,69,"*"
41,"Banting",2014-06-29,21,68,"*"
41,"Banting",2014-06-29,22,67,"*"
41,"Banting",2014-06-29,23,64,"*"
41,"Banting",2014-06-29,24,62,"*"
41,"Banting",2014-06-30,1,61,"*"
41,"Banting",2014-06-30,2,59,"*"
41,"Banting",2014-06-30,3,58,"*"
41,"Banting",2014-06-30,4,57,"*"
41,"Banting",2014-06-30,5,56,"*"
41,"Banting",2014-06-30,6,56,"*"
41,"Banting",2014-06-30,7,55,"*"
41,"Banting",2014-06-30,8,55,"*"
41,"Banting",2014-06-30,9,54,"*"
41,"Banting",2014-06-30,10,53,"*"
41,"Banting",2014-06-30,11,52,"*"
41,"Banting",2014-06-30,12,51,"*"
41,"Banting",2014-06-30,13,50,"*"
41,"Banting",2014-06-30,14,50,"*"
41,"Banting",2014-06-30,15,50,"*"
41,"Banting",2014-06-30,16,49,"*"
41,"Banting",2014-06-30,17,48,"*"
41,"Banting",2014-06-30,18,47,"*"
41,"Banting",2014-06-30,19,47,"*"
41,"Banting",2014-06-30,20,46,"*"
41,"Banting",2014-06-30,21,46,"*"
41,"Banting",2014-06-30,22,46,"*"
41,"Banting",2014-06-30,23,47,"*"
41,"Banting",2014-06-30,24,48,"*"
41,"Banting",2014-07-01,1,48,"*"
41,"Banting",2014-07-01,2,49,"*"
41,"Banting",2014-07-01,3,49,"*"
41,"Banting",2014-07-01,4,50,"*"
41,"Banting",2014-07-01,5,50,"*"
41,"Banting",2014-07-01,6,49,"*"
41,"Banting",2014-07-01,7,48,"*"
41,"Banting",2014-07-01,8,48,"*"
41,"Banting",2014-07-01,9,47,"*"
41,"Banting",2014-07-01,10,47,"*"
41,"Banting",2014-07-01,11,46,"*"
41,"Banting",2014-07-01,12,45,"*"
41,"Banting",2014-07-01,13,45,"*"
41,"Banting",2014-07-01,14,44,"*"
41,"Banting",2014-07-01,15,49,"c"
41,"Banting",2014-07-01,16,53,"c"
41,"Banting",2014-07-01,17,50,"c"
41,"Banting",2014-07-01,18,46,"*"
41,"Banting",2014-07-01,19,46,"*"
41,"Banting",2014-07-01,20,46,"*"
41,"Banting",2014-07-01,21,45,"*"
41,"Banting",2014-07-01,22,46,"*"
41,"Banting",2014-07-01,23,46,"*"
41,"Banting",2014-07-01,24,45,"*"
41,"Banting",2014-07-02,1,45,"*"
41,"Banting",2014-07-02,2,45,"*"
41,"Banting",2014-07-02,3,44,"*"
